Brand Name,Sales in the Last Month,Price,URL
MEETSUN,668.421052631579,15.558421052631576,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDQ0NDAzNjU1MDg4MjQ6MTcyMDY1OTk4MzpzcF9tdGY6MzAwMDU3Nzk2MjU0NzAyOjowOjo&url=%2FMEETSUN-Sunglasses-Protection-Transparent-Frame-Night%2Fdp%2FB09QLT8KZN%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U%26dib_tag%3Dse%26keywords%3DFit%2Bover%2Bglasses%26qid%3D1720659983%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
NoCry,572.7272727272727,39.444545454545455,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0OTg4OTkyMzI2NTgxMjQzOjE3MjA2NjAxMzc6c3BfbXRmOjMwMDIyOTE0MjU1MTkwMjo6MDo6&url=%2FNoCry-Prescription-Anti-Scratch-Wraparound-Protection%2Fdp%2FB0B8Q4GQG2%2Fref%3Dsr_1_1067_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660137%26sr%3D8-1067-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Face Shadow,527.2727272727273,18.535454545454545,https://www.amazon.com/Face-Shadow-Sunglasses-Prescription-Lightweight/dp/B0BFCP49TT/ref=sr_1_120?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-120
SHEEN KELLY,425.0,17.98125,https://www.amazon.com/Oversized-Sunglasses-Mirrored-Polarized-Prescription/dp/B07BXFYGHV/ref=sr_1_24?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-24
Frienda,350.0,19.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTQyNzE1MDcyMjE0MDQ1OjE3MjA2NjAxMzA6c3BfbXRmOjMwMDI1Nzg5NDU0MTYwMjo6MDo6&url=%2FFrienda-Sunglasses-Polarized-Oversize-Eyeglasses%2Fdp%2FB0CZ8M9DB8%2Fref%3Dsr_1_1020_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660130%26sr%3D8-1020-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
BLUE CUT,230.0,23.92866666666667,https://www.amazon.com/Polarized-Sunglasses-Driving-Prescription-Glasses/dp/B07RKJH1Q1/ref=sr_1_41?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-41
Yogo Vision,227.5,18.06,https://www.amazon.com/Sunglasses-Protection-Polarized-Vision-Eyeglasses/dp/B09XFDCHW9/ref=sr_1_10?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-10
BIRCEN,200.0,21.97,https://www.amazon.com/BIRCEN-Night-Vision-Glasses-Driving/dp/B0CTQDV2RX/ref=sr_1_87?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-87
Optix 55,200.0,17.95,https://www.amazon.com/Night-Vision-Wraparound-Glasses-Prescription/dp/B0719S97TH/ref=sr_1_90?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-90
JIANGTUN,200.0,15.99,https://www.amazon.com/Glasses-Prescription-Sunglasses-Polarized-Lenses/dp/B0793PCB46/ref=sr_1_63?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-63
"Pink Ribbon Shades, Inc.",200.0,9.98,https://www.amazon.com/Polarized-Prescription-Glasses-Sunglasses-Large/dp/B082DPDSD1/ref=sr_1_37?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-37
Mass Vision,200.0,11.98,https://www.amazon.com/Cover-Ups-Sunglasses-People-Prescription-Glasses/dp/B0040DR96Q/ref=sr_1_32?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-32
Home-X,200.0,9.79,https://www.amazon.com/Home-X-Wrap-Around-Sunglasses/dp/B00KB3ANCQ/ref=sr_1_197?dib=eyJ2IjoiMSJ9.XUNLuiSHZZqnU8rwup0qoREEpqghnz77tArXdTodQ3AJo4IIrhJgTOg20zz_ajEjHLTVrCmz-uqLyfRqWuk_er6aki3b0Qkrc1YMvPqa93BAn0EfpaG0-oXOfZ1Jwe3S8F825BpwsoZNwftBTaXU6f2w0cMecOZiWF2y4X86JWmbknOYs5vuTH3rn36GFBJR9igsOYhaqEsSq7rVDXhmlPr3Ickg4e6I9j6ImOXoN3W7ZopIbk4HiOJz_YeSsc6yQG-khs3wvnlbEwgyVxoTpDgueOoLbo2fZFR4dB_WoRo.BTJTXAXwdXD_UKapyLpg8SrxtWEIOTvYi4By38BgmlM&dib_tag=se&keywords=Fit+over+glasses&qid=1720660016&sr=8-197
DOKOMUCHOS,200.0,17.99,https://www.amazon.com/DOKOMUCHOS-Wraparound-Sunglasses-Protection-Sensitive/dp/B0CJ5L5DTV/ref=sr_1_149?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-149
Success Eyewear,175.0,13.465,https://www.amazon.com/Sunglasses-Polarized-Prescription-Eyeglasses-Protection/dp/B07DJQB8XD/ref=sr_1_6?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-6
Eyekepper,150.0,23.49,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2ODU4MDkzNTMzNTY3NjA2OjE3MjA2NjAxNzc6c3BfYXRmX25leHQ6MzAwMjc0MTYxMTg4NTAyOjowOjo&url=%2FEyeglasses-Anti-Blue-Blocking-Computer-Eyestrain%2Fdp%2FB07DBPPTG2%2Fref%3Dsr_1_1347_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660177%26sr%3D8-1347-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Meeloog,146.15384615384616,19.62461538461538,https://www.amazon.com/Meeloog-Polarized-Sunglasses-Oversized-MST0079/dp/B0CRQVT74M/ref=sr_1_112?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-112
Freeprint,140.0,19.89,https://www.amazon.com/Freeprint-Polarized-Glasses-Driving-Sunglasses/dp/B06XXSVM5S/ref=sr_1_130?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-130
DUCO,127.63157894736842,25.719736842105263,https://www.amazon.com/Sunglasses-Glasses-Women-Polarized-Black/dp/B07MZ2CT99/ref=sr_1_9?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-9
V.W.E.,100.0,14.95,https://www.amazon.com/V-W-Polarized-Sunglasses-Rhinestone-Rectangular/dp/B07CGFTQPR/ref=sr_1_29?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-29
